"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","type","lon","lat"
"2913","San Benito","Texas","Small","Walk",313,3.9,1.8,"TX","South","city",-97.6311006,26.132576
"2914","San Bruno","California","Small","Walk",339,1.5,0.6,"CA","West","city",-122.4110835,37.6304904
"2915","San Carlos","California","Small","Walk",215,1.5,0.6,"CA","West","city",-122.2605222,37.5071591
"2916","San Clemente","California","Small","Walk",473,1.6,0.6,"CA","West","city",-117.6126004,33.4273521
"2917","San Dimas","California","Small","Walk",315,2,1.2,"CA","West","city",-117.8067257,34.1066756
"2918","San Fernando","California","Small","Walk",220,2.2,1,"CA","West","city",-118.4389719,34.2819461
"2919","San Gabriel","California","Small","Walk",689,3.8,2.4,"CA","West","city",-118.1058333,34.0961111
"2920","San Jacinto","California","Small","Walk",322,2.3,1,"CA","West","city",-116.958635,33.7839084
"2921","San Juan Capistrano","California","Small","Walk",287,1.9,1,"CA","West","city",-117.6627655,33.5019027
"2922","San Juan","Texas","Small","Walk",180,1.5,1.3,"TX","South","city",-98.1552872,26.1892409
"2923","San Leandro","California","Small","Walk",729,1.8,0.6,"CA","West","city",-122.1568554,37.7257663
"2924","San Luis","Arizona","Small","Walk",40,0.6,0.9,"AZ","West","city",-114.7821796,32.4869996
"2925","San Luis Obispo","California","Small","Walk",1865,8.2,1.6,"CA","West","city",-120.6596156,35.2827524
"2926","San Marcos","California","Small","Walk",351,1,0.4,"CA","West","city",-117.1661449,33.1433723
"2927","San Marcos","Texas","Small","Walk",1044,5,1.2,"TX","South","city",-97.9413941,29.8832749
"2928","San Mateo","California","Small","Walk",1930,3.8,0.7,"CA","West","city",-122.3255254,37.5629917
"2929","San Pablo","California","Small","Walk",167,1.4,0.9,"CA","West","city",-122.3455263,37.9621457
"2930","San Rafael","California","Small","Walk",1340,4.6,1.4,"CA","West","city",-122.5310874,37.9735346
"2931","San Ramon","California","Small","Walk",557,1.6,0.8,"CA","West","city",-121.9780153,37.7799273
"2932","Sandusky","Ohio","Small","Walk",209,1.9,0.8,"OH","North Central","city",-82.7116821,41.4561754
"2933","Sandy","Utah","Small","Walk",646,1.5,0.4,"UT","West","city",-111.8389726,40.5649781
"2934","Sandy Springs","Georgia","Small","Walk",536,1,0.4,"GA","South","city",-84.3733147,33.9304352
"2935","Sanford","Florida","Small","Walk",266,1.2,0.5,"FL","South","city",-81.269453,28.8028612
"2936","Sanford","North Carolina","Small","Walk",189,1.6,0.8,"NC","South","city",-79.1802994,35.4798757
"2937","Sanger","California","Small","Walk",146,1.6,0.9,"CA","West","city",-119.5559652,36.708006
"2938","Santa Barbara","California","Small","Walk",3123,6.8,1.1,"CA","West","city",-119.6981901,34.4208305
"2939","Santa Cruz","California","Small","Walk",2745,9.4,1.5,"CA","West","city",-122.0307963,36.9741171
"2940","Santa Fe","New Mexico","Small","Walk",1268,3.8,0.6,"NM","West","city",-105.937799,35.6869752
"2941","Santa Monica","California","Small","Walk",2635,5.5,0.9,"CA","West","city",-118.4911912,34.0194543
"2942","Santa Paula","California","Small","Walk",241,2,0.9,"CA","West","city",-119.0592705,34.3541659
"2943","Santee","California","Small","Walk",270,1.1,0.5,"CA","West","city",-116.9739167,32.8383828
"2944","Sapulpa","Oklahoma","Small","Walk",53,0.6,0.4,"OK","South","city",-96.1141664,35.9987007
"2945","Sarasota","Florida","Small","Walk",818,3.6,0.9,"FL","South","city",-82.5306527,27.3364347
"2946","Saratoga","California","Small","Walk",121,1,0.6,"CA","West","city",-122.0230146,37.2638324
"2947","Saratoga Springs","New York","Small","Walk",1332,9.8,1.9,"NY","Northeast","city",-73.7845651,43.0831301
"2948","Saratoga Springs","Utah","Small","Walk",26,0.4,0.4,"UT","West","city",-111.9044877,40.3301898
"2949","Savage","Minnesota","Small","Walk",68,0.5,0.3,"MN","North Central","city",-93.3591147,44.7647329
"2950","Sayreville","New Jersey","Small","Walk",241,1.1,0.6,"NJ","Northeast","borough",-74.360846,40.4594021
"2951","Schaumburg","Illinois","Small","Walk",300,0.7,0.3,"IL","North Central","village",-88.0834059,42.0333607
"2952","Schenectady","New York","Small","Walk",2068,7,1.1,"NY","Northeast","city",-73.9395687,42.8142432
"2953","Schererville","Indiana","Small","Walk",98,0.6,0.4,"IN","North Central","town",-87.4547605,41.4789246
"2954","Schertz","Texas","Small","Walk",71,0.5,0.3,"TX","South","city",-98.269734,29.5521737
"2955","Scranton","Pennsylvania","Small","Walk",2561,7.8,0.9,"PA","Northeast","city",-75.6624122,41.408969
"2956","Seal Beach","California","Small","Walk",321,3.5,1.4,"CA","West","city",-118.1047682,33.7414085
"2957","Searcy","Arkansas","Small","Walk",613,6.3,2.1,"AR","South","city",-91.7336846,35.2468204
"2958","Seaside","California","Small","Walk",505,3.2,1,"CA","West","city",-121.822098,36.6149217
"2959","SeaTac","Washington","Small","Walk",234,1.9,1,"WA","West","city",-122.2960726,47.4435903
"2960","Sebastian","Florida","Small","Walk",35,0.4,0.4,"FL","South","city",-80.4706078,27.816415
"2961","Sedalia","Missouri","Small","Walk",160,1.7,0.8,"MO","North Central","city",-93.2282613,38.7044609
"2962","Seguin","Texas","Small","Walk",350,3.3,1.4,"TX","South","city",-97.9647269,29.5688411
"2963","Selma","Alabama","Small","Walk",175,3,1.5,"AL","South","city",-87.0211007,32.4073589
"2964","Selma","California","Small","Walk",101,1.1,0.7,"CA","West","city",-119.6120765,36.5707838
"2965","Shaker Heights","Ohio","Small","Walk",247,1.8,0.7,"OH","North Central","city",-81.5370671,41.4739419
"2966","Shakopee","Minnesota","Small","Walk",275,1.4,0.7,"MN","North Central","city",-93.5272861,44.7973962
"2967","Shawnee","Kansas","Small","Walk",170,0.5,0.3,"KS","North Central","city",-94.7151865,39.0228485
"2968","Shawnee","Oklahoma","Small","Walk",386,3,0.9,"OK","South","city",-96.9253004,35.3272928
"2969","Sheboygan","Wisconsin","Small","Walk",666,2.8,0.8,"WI","North Central","city",-87.71453,43.7508284
"2970","Shelby","North Carolina","Small","Walk",151,2.1,1.2,"NC","South","city",-81.5356463,35.2923513
"2971","Shelbyville","Tennessee","Small","Walk",16,0.2,0.3,"TN","South","city",-86.4602717,35.483406
"2972","Shelton","Connecticut","Small","Walk",116,0.6,0.3,"CT","Northeast","city",-73.0931641,41.3164856
"2973","Sherman","Texas","Small","Walk",454,2.8,0.9,"TX","South","city",-96.6088805,33.6356618
"2974","Sherwood","Arkansas","Small","Walk",143,0.9,0.7,"AR","South","city",-92.2243153,34.8150907
"2975","Shoreline","Washington","Small","Walk",560,2.2,0.7,"WA","West","city",-122.3456972,47.7559659
"2976","Shoreview","Minnesota","Small","Walk",103,0.8,0.8,"MN","North Central","city",-93.1471667,45.0791325
"2977","Sidney","Ohio","Small","Walk",124,1.3,0.7,"OH","North Central","city",-84.1554987,40.2842164
"2978","Sierra Vista","Arizona","Small","Walk",1128,5.5,1.8,"AZ","West","city",-110.2772856,31.5455001
"2979","Sioux City","Iowa","Small","Walk",715,1.8,0.4,"IA","North Central","city",-96.4049408,42.4963416
"2980","Skokie","Illinois","Small","Walk",472,1.6,0.6,"IL","North Central","village",-87.7416246,42.0324025
"2981","Slidell","Louisiana","Small","Walk",152,1.3,0.7,"LA","South","city",-89.7811745,30.2751945
"2982","Smyrna","Georgia","Small","Walk",305,1.1,0.5,"GA","South","city",-84.5143761,33.8839926
"2983","Smyrna","Tennessee","Small","Walk",92,0.5,0.4,"TN","South","town",-86.5186045,35.9828412
"2984","Socorro","Texas","Small","Walk",128,1.1,0.7,"TX","South","city",-106.3033145,31.654557
"2985","Soledad","California","Small","Walk",78,1.3,1.2,"CA","West","city",-121.3263187,36.424687
"2986","Solon","Ohio","Small","Walk",77,0.7,0.4,"OH","North Central","city",-81.4412259,41.3897764
"2987","Somerville","Massachusetts","Small","Walk",4627,10.1,1,"MA","Northeast","city",-71.0994968,42.3875968
"2988","South El Monte","California","Small","Walk",490,5.9,2.1,"CA","West","city",-118.0467339,34.0519548
"2989","South Elgin","Illinois","Small","Walk",79,0.7,0.5,"IL","North Central","village",-88.2922996,41.9941938
"2990","South Euclid","Ohio","Small","Walk",182,1.6,0.7,"OH","North Central","city",-81.5184553,41.5231076
"2991","South Gate","California","Small","Walk",779,2.1,0.5,"CA","West","city",-118.2120161,33.954737
"2992","South Holland","Illinois","Small","Walk",91,1,0.7,"IL","North Central","village",-87.6069894,41.6008681
"2993","South Jordan","Utah","Small","Walk",235,1,0.4,"UT","West","city",-111.929658,40.5621704
"2994","South Lake Tahoe","California","Small","Walk",863,8.2,2,"CA","West","city",-119.9771868,38.939926
"2995","South Milwaukee","Wisconsin","Small","Walk",188,1.9,0.8,"WI","North Central","city",-87.8606367,42.9105722
"2996","South Pasadena","California","Small","Walk",155,1.2,0.6,"CA","West","city",-118.1503488,34.1161196
"2997","South Plainfield","New Jersey","Small","Walk",107,0.9,0.5,"NJ","Northeast","borough",-74.4115401,40.5792701
"2998","South Portland","Maine","Small","Walk",373,2.7,0.9,"ME","Northeast","city",-70.2408811,43.6414716
"2999","South Salt Lake","Utah","Small","Walk",242,2.3,1.1,"UT","West","city",-111.8882691,40.7188354
"3000","South San Francisco","California","Small","Walk",1186,3.8,1.2,"CA","West","city",-122.4077498,37.654656
"3001","South St. Paul","Minnesota","Small","Walk",180,1.7,0.9,"MN","North Central","city",-93.0275802,44.8759802
"3002","Southaven","Mississippi","Small","Walk",40,0.2,0.2,"MS","South","city",-90.0022958,34.9918587
"3003","Southfield","Michigan","Small","Walk",499,1.6,0.6,"MI","North Central","city",-83.2218731,42.4733688
"3004","Southgate","Michigan","Small","Walk",157,1.2,0.6,"MI","North Central","city",-83.1938147,42.2139284
"3005","Southlake","Texas","Small","Walk",121,1.1,0.5,"TX","South","city",-97.1341783,32.9412363
"3006","Spanish Fork","Utah","Small","Walk",96,0.7,0.4,"UT","West","city",-111.654923,40.114955
"3007","Sparks","Nevada","Small","Walk",542,1.3,0.4,"NV","West","city",-119.7526886,39.5349112
"3008","Spartanburg","South Carolina","Small","Walk",554,3.7,1.1,"SC","South","city",-81.9320482,34.9495672
"3009","Spokane Valley","Washington","Small","Walk",484,1.2,0.4,"WA","West","city",-117.2393748,47.6732281
"3010","Spring Hill","Tennessee","Small","Walk",138,1,1.1,"TN","South","city",-86.9300023,35.751179
"3011","Spring Valley","New York","Small","Walk",687,4.9,1.8,"NY","Northeast","village",-74.0437521,41.1131514
"3012","Springdale","Arkansas","Small","Walk",390,1.3,0.5,"AR","South","city",-94.1288141,36.1867442
"3013","Springfield","Ohio","Small","Walk",1068,4.6,1,"OH","North Central","city",-83.8088171,39.9242266
"3014","Springfield","Oregon","Small","Walk",735,2.8,0.8,"OR","West","city",-123.0220289,44.0462362
"3015","Springville","Utah","Small","Walk",189,1.5,0.6,"UT","West","city",-111.6107526,40.1652335
"3016","St. Charles","Illinois","Small","Walk",402,2.3,1.2,"IL","North Central","city",-88.3086867,41.9141945
"3017","St. Charles","Missouri","Small","Walk",747,2.2,0.6,"MO","North Central","city",-90.4974359,38.7881062
"3018","St. Clair Shores","Michigan","Small","Walk",231,0.8,0.4,"MI","North Central","city",-82.8963604,42.4974085
"3019","St. Cloud","Florida","Small","Walk",154,1,0.7,"FL","South","city",-81.2811801,28.2489016
"3020","St. Cloud","Minnesota","Small","Walk",1220,3.6,0.8,"MN","North Central","city",-94.1632404,45.5579451
"3021","St. George","Utah","Small","Walk",887,3.2,0.8,"UT","West","city",-113.5684164,37.0965278
"3022","St. Joseph","Missouri","Small","Walk",804,2.3,0.6,"MO","North Central","city",-94.846681,39.7674578
"3023","St. Louis Park","Minnesota","Small","Walk",423,1.6,0.6,"MN","North Central","city",-93.3702186,44.9597376
"3024","St. Peters","Missouri","Small","Walk",202,0.7,0.3,"MO","North Central","city",-90.6298922,38.7874699
"3025","Stanton","California","Small","Walk",581,3.4,2.1,"CA","West","city",-117.9931203,33.8028875
"3026","Starkville","Mississippi","Small","Walk",419,4.1,1.4,"MS","South","city",-88.8183872,33.4503998
"3027","State College","Pennsylvania","Small","Walk",5486,36.2,3.2,"PA","Northeast","borough",-77.8600012,40.7933949
"3028","Statesboro","Georgia","Small","Walk",498,4.5,1.9,"GA","South","city",-81.7831674,32.4487876
"3029","Statesville","North Carolina","Small","Walk",83,0.8,0.5,"NC","South","city",-80.8872959,35.7826363
"3030","Staunton","Virginia","Small","Walk",785,7.1,1.7,"VA","South","city",-79.0716958,38.149576
"3031","Stevens Point","Wisconsin","Small","Walk",1558,11.7,1.9,"WI","North Central","city",-89.574563,44.5235792
"3032","Stillwater","Oklahoma","Small","Walk",1977,8.7,1.2,"OK","South","city",-97.0583681,36.1156071
"3033","Stockbridge","Georgia","Small","Walk",26,0.2,0.3,"GA","South","city",-84.2338093,33.5442781
"3034","Stow","Ohio","Small","Walk",234,1.3,0.7,"OH","North Central","city",-81.4403898,41.1595005
"3035","Streamwood","Illinois","Small","Walk",119,0.6,0.3,"IL","North Central","village",-88.1784085,42.0255827
"3036","Strongsville","Ohio","Small","Walk",234,1,0.4,"OH","North Central","city",-81.83569,41.3144966
"3037","Suffolk","Virginia","Small","Walk",247,0.6,0.2,"VA","South","city",-76.5835621,36.7282054
"3038","Sugar Land","Texas","Small","Walk",376,1,0.5,"TX","South","city",-95.6225521,29.5984434
"3039","Suisun City","California","Small","Walk",167,1.3,0.8,"CA","West","city",-122.040244,38.2382474
"3040","Sulphur","Louisiana","Small","Walk",100,1.2,1,"LA","South","city",-93.3773783,30.2365943
"3041","Summerville","South Carolina","Small","Walk",263,1.4,0.7,"SC","South","town",-80.1756481,33.0185039
"3042","Summit","New Jersey","Small","Walk",603,6.2,2.4,"NJ","Northeast","city",-74.3646122,40.7146376
"3043","Sumter","South Carolina","Small","Walk",568,3.4,0.9,"SC","South","city",-80.3414693,33.9204354
"3044","Sun Prairie","Wisconsin","Small","Walk",188,1.1,0.5,"WI","North Central","city",-89.2137254,43.1836046
"3045","Sunny Isles Beach","Florida","Small","Walk",364,3.9,1.9,"FL","South","city",-80.1233802,25.9428707
"3046","Sunrise","Florida","Small","Walk",309,0.7,0.3,"FL","South","city",-80.256595,26.1669711
"3047","Superior","Wisconsin","Small","Walk",545,3.9,1.1,"WI","North Central","city",-92.1040796,46.7207737
"3048","Sweetwater","Florida","Small","Walk",172,2.3,1.5,"FL","South","city",-80.3766269,25.789804
"3049","Syracuse","Utah","Small","Walk",20,0.2,0.2,"UT","West","city",-112.0646657,41.0893878
"3050","Tamarac","Florida","Small","Walk",73,0.3,0.2,"FL","South","city",-80.2497707,26.2128609
"3051","Tarpon Springs","Florida","Small","Walk",88,1,0.7,"FL","South","city",-82.7567679,28.1461248
"3052","Taunton","Massachusetts","Small","Walk",379,1.4,0.5,"MA","Northeast","city",-71.0897674,41.900101
"3053","Taylor","Michigan","Small","Walk",354,1.5,0.5,"MI","North Central","city",-83.2696509,42.240872
"3054","Taylorsville","Utah","Small","Walk",327,1.1,0.5,"UT","West","city",-111.9388258,40.6677248
"3055","Temple City","California","Small","Walk",128,0.8,0.4,"CA","West","city",-118.0578456,34.1072305
"3056","Temple","Texas","Small","Walk",437,1.4,0.5,"TX","South","city",-97.342782,31.0982344
"3057","Temple Terrace","Florida","Small","Walk",176,1.4,0.8,"FL","South","city",-82.3892596,28.0352964
"3058","Terre Haute","Indiana","Small","Walk",1486,6.2,1.1,"IN","North Central","city",-87.4139092,39.4667034
"3059","Texarkana","Arkansas","Small","Walk",104,0.8,0.4,"AR","South","city",-94.0376881,33.4417915
"3060","Texarkana","Texas","Small","Walk",161,1.1,0.8,"TX","South","city",-94.0476882,33.425125
"3061","Texas City","Texas","Small","Walk",452,2.4,0.9,"TX","South","city",-94.9027002,29.383845
"3062","The Colony","Texas","Small","Walk",94,0.5,0.4,"TX","South","city",-96.8928309,33.0806083
"3063","Thomasville","North Carolina","Small","Walk",197,1.8,0.9,"NC","South","city",-80.0819879,35.8826369
"3064","Tigard","Oregon","Small","Walk",629,2.5,0.7,"OR","West","city",-122.7872475,45.4186785
"3065","Tinley Park","Illinois","Small","Walk",334,1.2,0.7,"IL","North Central","village",-87.7932939,41.5731442
"3066","Titusville","Florida","Small","Walk",166,1,0.6,"FL","South","city",-80.8075537,28.6122187
"3067","Tooele","Utah","Small","Walk",241,1.8,0.9,"UT","West","city",-112.29828,40.5307776
"3068","Torrington","Connecticut","Small","Walk",449,2.6,1.1,"CT","Northeast","city",-73.1211715,41.8003049
"3069","Tracy","California","Small","Walk",412,1.2,0.5,"CA","West","city",-121.4252227,37.7396513
"3070","Trenton","New Jersey","Small","Walk",1880,5.7,1.2,"NJ","Northeast","city",-74.759717,40.2205824
"3071","Trotwood","Ohio","Small","Walk",140,1.5,0.9,"OH","North Central","city",-84.3113334,39.7972788
"3072","Troy","Michigan","Small","Walk",326,0.9,0.3,"MI","North Central","city",-83.1497751,42.6064095
"3073","Troy","New York","Small","Walk",2739,12.2,1.7,"NY","Northeast","city",-73.6917851,42.7284117
"3074","Troy","Ohio","Small","Walk",215,1.8,0.7,"OH","North Central","city",-84.2032767,40.0394982
"3075","Trussville","Alabama","Small","Walk",38,0.4,0.5,"AL","South","city",-86.6088756,33.6198251
"3076","Tualatin","Oregon","Small","Walk",312,2.4,1,"OR","West","city",-122.7821817,45.3779988
"3077","Tulare","California","Small","Walk",387,1.7,0.7,"CA","West","city",-119.3473379,36.2077288
"3078","Tupelo","Mississippi","Small","Walk",139,0.9,0.7,"MS","South","city",-88.7033859,34.2576066
"3079","Turlock","California","Small","Walk",552,2,0.7,"CA","West","city",-120.8465941,37.4946568
"3080","Tuscaloosa","Alabama","Small","Walk",972,2.6,0.6,"AL","South","city",-87.5691735,33.2098407
"3081","Tustin","California","Small","Walk",693,1.8,0.5,"CA","West","city",-117.8236391,33.7420005
"3082","Twentynine Palms","California","Small","Walk",1951,15,3,"CA","West","city",-116.0541689,34.1355582
"3083","Twin Falls","Idaho","Small","Walk",342,1.8,0.7,"ID","West","city",-114.4700518,42.5558381
"3084","Tyler","Texas","Small","Walk",788,1.8,0.7,"TX","South","city",-95.3010624,32.3512601
"3085","Union City","California","Small","Walk",361,1.2,0.5,"CA","West","city",-122.0438609,37.5933562
"3086","Union City","Georgia","Small","Walk",74,0.9,1.1,"GA","South","city",-84.5424299,33.5870558
"3087","Union City","New Jersey","Small","Walk",3936,12.7,1.3,"NJ","Northeast","city",-74.0237512,40.7795455
"3088","University City","Missouri","Small","Walk",750,4.4,1.3,"MO","North Central","city",-90.3324856,38.6682407
"3089","University Park","Texas","Small","Walk",685,7.4,1.5,"TX","South","city",-96.797592,32.8550377
